ord_id,ord_date,cstm_name,cstm_contact,cstm_address,cstm_city,cstm_postal,cstm_country,empl_first_name,empl_last_name,shippers_name,shippers_phone,ord_details_id,ord_details_quantity,prod_id,prod_unit,prod_price,prod_id,splr_id,splr_name,splr_contact,splr_address,splr_id,splr_city,splr_postal_code,splr_country,splr_phone,splr_id,ctgr_id,ctgr_name,ctgr_desc
10371,1996-12-03,"La maison dAsie","Annette Roulet","1 rue Alsace-Lorraine",Toulouse,31000,France,Nancy,Davolio,"Speedy Express","(503) 555-9831",330,6,36,"24 - 250 g jars",19,36,17,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",17,Stockholm,"S-123 45",Sweden,"08-123 45 67",17,8,Seafood,"Seaweed and fish"
10401,1997-01-01,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,Nancy,Davolio,"Speedy Express","(503) 555-9831",409,18,30,"10 - 200 g glasses",25.89,30,13,"Nord-Ost-Fisch Handelsgesellschaft mbH","Sven Petersen","Frahmredder 112a",13,Cuxhaven,27478,Germany,"(04721) 8713",13,8,Seafood,"Seaweed and fish"
10401,1997-01-01,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,Nancy,Davolio,"Speedy Express","(503) 555-9831",410,70,56,"24 - 250 g pkgs.",38,56,26,"Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",26,Salerno,84100,Italy,"(089) 6547665",26,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10401,1997-01-01,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,Nancy,Davolio,"Speedy Express","(503) 555-9831",411,20,65,"32 - 8 oz bottles",21.05,65,2,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934",2,"New Orleans",70117,USA,"(100) 555-4822",2,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10401,1997-01-01,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,Nancy,Davolio,"Speedy Express","(503) 555-9831",412,60,71,"10 - 500 g pkgs.",21.5,71,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",15,Sandvika,1320,Norway,(0)2-953010,15,4,"Dairy Products",Cheeses
10405,1997-01-06,LINO-Delicateses,"Felipe Izquierdo","Ave. 5 de Mayo Porlamar","I. de Margarita",4980,Venezuela,Nancy,Davolio,"Speedy Express","(503) 555-9831",420,50,3,"12 - 550 ml bottles",10,3,1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",1,Londona,"EC1 4SD",UK,"(171) 555-2222",1,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10277,1996-08-09,"Morgenstern Gesundkost","Alexander Feuer","Heerstr. 22",Leipzig,04179,Germany,Andrew,Fuller,"Federal Shipping","(503) 555-9931",77,20,28,"25 - 825 g cans",45.6,28,12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",12,Frankfurt,60439,Germany,"(069) 992755",12,7,Produce,"Dried fruit and bean curd"
10277,1996-08-09,"Morgenstern Gesundkost","Alexander Feuer","Heerstr. 22",Leipzig,04179,Germany,Andrew,Fuller,"Federal Shipping","(503) 555-9931",78,12,62,"48 pies",49.3,62,29,"Forets derables","Chantal Goulet","148 rue Chasseur",29,Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955",29,3,Confections,"Desserts, candies, and sweet breads"
10392,1996-12-24,"Piccolo und mehr","Georg Pipps","Geislweg 14",Salzburg,5020,Austria,Andrew,Fuller,"Federal Shipping","(503) 555-9931",384,50,69,"10 kg pkg.",36,69,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",15,Sandvika,1320,Norway,(0)2-953010,15,4,"Dairy Products",Cheeses
10398,1996-12-30,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.",Boise,83720,USA,Andrew,Fuller,"Federal Shipping","(503) 555-9931",400,30,35,"24 - 12 oz bottles",18,35,16,"Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210",16,Bend,97101,USA,"(503) 555-9931",16,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10398,1996-12-30,"Save-a-lot Markets","Jose Pavarotti","187 Suffolk Ln.",Boise,83720,USA,Andrew,Fuller,"Federal Shipping","(503) 555-9931",401,120,55,"24 boxes x 2 pies",24,55,25,"Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",25,Montreal,"H1J 1C3",Canada,"(514) 555-9022",25,6,Meat/Poultry,"Prepared meats"
10414,1997-01-14,"Familia Arquibaldo","Aria Cruz","Rua Oros, 92","Sao Paulo",05442-030,Brazil,Andrew,Fuller,"Federal Shipping","(503) 555-9931",443,18,19,"10 boxes x 12 pieces",9.2,19,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",8,Manchester,"M14 GSD",UK,"(161) 555-4448",8,3,Confections,"Desserts, candies, and sweet breads"
10414,1997-01-14,"Familia Arquibaldo","Aria Cruz","Rua Oros, 92","Sao Paulo",05442-030,Brazil,Andrew,Fuller,"Federal Shipping","(503) 555-9931",444,50,33,"500 g",2.5,33,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",15,Sandvika,1320,Norway,(0)2-953010,15,4,"Dairy Products",Cheeses
10295,1996-09-02,"Vins et alcools Chevalier","Paul Henriot","59 rue de lAbbaye",Reims,51100,France,Andrew,Fuller,"United Package","(503) 555-3199",129,4,56,"24 - 250 g pkgs.",38,56,26,"Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",26,Salerno,84100,Italy,"(089) 6547665",26,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10300,1996-09-09,"Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22",Bergamo,24100,Italy,Andrew,Fuller,"United Package","(503) 555-3199",141,30,66,"24 - 8 oz jars",17,66,2,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934",2,"New Orleans",70117,USA,"(100) 555-4822",2,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10300,1996-09-09,"Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22",Bergamo,24100,Italy,Andrew,Fuller,"United Package","(503) 555-3199",142,20,68,"10 boxes x 8 pieces",12.5,68,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",8,Manchester,"M14 GSD",UK,"(161) 555-4448",8,3,Confections,"Desserts, candies, and sweet breads"
10307,1996-09-17,"Lonesome Pine Restaurant","Fran Wilson","89 Chiaroscuro Rd.",Portland,97219,USA,Andrew,Fuller,"United Package","(503) 555-3199",160,10,62,"48 pies",49.3,62,29,"Forets derables","Chantal Goulet","148 rue Chasseur",29,Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955",29,3,Confections,"Desserts, candies, and sweet breads"
10307,1996-09-17,"Lonesome Pine Restaurant","Fran Wilson","89 Chiaroscuro Rd.",Portland,97219,USA,Andrew,Fuller,"United Package","(503) 555-3199",161,3,68,"10 boxes x 8 pieces",12.5,68,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",8,Manchester,"M14 GSD",UK,"(161) 555-4448",8,3,Confections,"Desserts, candies, and sweet breads"
10312,1996-09-23,"Die Wandernde Kuh","Rita Muller","Adenauerallee 900",Stuttgart,70563,Germany,Andrew,Fuller,"United Package","(503) 555-3199",173,4,28,"25 - 825 g cans",45.6,28,12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",12,Frankfurt,60439,Germany,"(069) 992755",12,7,Produce,"Dried fruit and bean curd"
10312,1996-09-23,"Die Wandernde Kuh","Rita Muller","Adenauerallee 900",Stuttgart,70563,Germany,Andrew,Fuller,"United Package","(503) 555-3199",174,24,43,"16 - 500 g tins",46,43,20,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",20,Singapore,0512,Singapore,555-8787,20,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10312,1996-09-23,"Die Wandernde Kuh","Rita Muller","Adenauerallee 900",Stuttgart,70563,Germany,Andrew,Fuller,"United Package","(503) 555-3199",175,20,53,"48 pieces",32.8,53,24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",24,Sydney,2042,Australia,"(02) 555-5914",24,6,Meat/Poultry,"Prepared meats"
10312,1996-09-23,"Die Wandernde Kuh","Rita Muller","Adenauerallee 900",Stuttgart,70563,Germany,Andrew,Fuller,"United Package","(503) 555-3199",176,10,75,"24 - 0.5 l bottles",7.75,75,12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",12,Frankfurt,60439,Germany,"(069) 992755",12,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10313,1996-09-24,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,Andrew,Fuller,"United Package","(503) 555-3199",177,12,36,"24 - 250 g jars",19,36,17,"Svensk Sjofoda AB","Michael Bjorn","Brovallavagen 231",17,Stockholm,"S-123 45",Sweden,"08-123 45 67",17,8,Seafood,"Seaweed and fish"
10339,1996-10-28,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent",Montreal,"H1J 1C3",Canada,Andrew,Fuller,"United Package","(503) 555-3199",244,10,4,"48 - 6 oz jars",22,4,2,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934",2,"New Orleans",70117,USA,"(100) 555-4822",2,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10339,1996-10-28,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent",Montreal,"H1J 1C3",Canada,Andrew,Fuller,"United Package","(503) 555-3199",245,70,17,"20 - 1 kg tins",39,17,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",7,Melbourne,3058,Australia,"(03) 444-2343",7,6,Meat/Poultry,"Prepared meats"
10339,1996-10-28,"Mere Paillarde","Jean Fresniere","43 rue St. Laurent",Montreal,"H1J 1C3",Canada,Andrew,Fuller,"United Package","(503) 555-3199",246,28,62,"48 pies",49.3,62,29,"Forets derables","Chantal Goulet","148 rue Chasseur",29,Ste-Hyacinthe,"J2S 7S8",Canada,"(514) 555-2955",29,3,Confections,"Desserts, candies, and sweet breads"
10345,1996-11-04,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,Andrew,Fuller,"United Package","(503) 555-3199",261,70,8,"12 - 12 oz jars",40,8,3,"Grandma Kellys Homestead","Regina Murphy","707 Oxford Rd.",3,"Ann Arbor",48104,USA,"(313) 555-5735",3,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10345,1996-11-04,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,Andrew,Fuller,"United Package","(503) 555-3199",262,80,19,"10 boxes x 12 pieces",9.2,19,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",8,Manchester,"M14 GSD",UK,"(161) 555-4448",8,3,Confections,"Desserts, candies, and sweet breads"
10345,1996-11-04,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,Andrew,Fuller,"United Package","(503) 555-3199",263,9,42,"32 - 1 kg pkgs.",14,42,20,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",20,Singapore,0512,Singapore,555-8787,20,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10368,1996-11-29,"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,Andrew,Fuller,"United Package","(503) 555-3199",321,5,21,"24 pkgs. x 4 pieces",10,21,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",8,Manchester,"M14 GSD",UK,"(161) 555-4448",8,3,Confections,"Desserts, candies, and sweet breads"
10368,1996-11-29,"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,Andrew,Fuller,"United Package","(503) 555-3199",322,13,28,"25 - 825 g cans",45.6,28,12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",12,Frankfurt,60439,Germany,"(069) 992755",12,7,Produce,"Dried fruit and bean curd"
10368,1996-11-29,"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,Andrew,Fuller,"United Package","(503) 555-3199",323,25,57,"24 - 250 g pkgs.",19.5,57,26,"Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",26,Salerno,84100,Italy,"(089) 6547665",26,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10368,1996-11-29,"Ernst Handel","Roland Mendel","Kirchgasse 6",Graz,8010,Austria,Andrew,Fuller,"United Package","(503) 555-3199",324,35,64,"20 bags x 4 pieces",33.25,64,12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",12,Frankfurt,60439,Germany,"(069) 992755",12,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10407,1997-01-07,"Ottilies Kaseladen","Henriette Pfalzheim","Mehrheimerstr. 369",Koln,50739,Germany,Andrew,Fuller,"United Package","(503) 555-3199",426,30,11,"1 kg pkg.",21,11,5,"Cooperativa de Quesos Las Cabras","Antonio del Valle Saavedra","Calle del Rosal 4",5,Oviedo,33007,Spain,"(98) 598 76 54",5,4,"Dairy Products",Cheeses
10407,1997-01-07,"Ottilies Kaseladen","Henriette Pfalzheim","Mehrheimerstr. 369",Koln,50739,Germany,Andrew,Fuller,"United Package","(503) 555-3199",427,15,69,"10 kg pkg.",36,69,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",15,Sandvika,1320,Norway,(0)2-953010,15,4,"Dairy Products",Cheeses
10407,1997-01-07,"Ottilies Kaseladen","Henriette Pfalzheim","Mehrheimerstr. 369",Koln,50739,Germany,Andrew,Fuller,"United Package","(503) 555-3199",428,15,71,"10 - 500 g pkgs.",21.5,71,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",15,Sandvika,1320,Norway,(0)2-953010,15,4,"Dairy Products",Cheeses
10265,1996-07-25,"Blondel pere et fils","Frederique Citeaux","24, place Kleber",Strasbourg,67000,France,Andrew,Fuller,"Speedy Express","(503) 555-9831",50,30,17,"20 - 1 kg tins",39,17,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",7,Melbourne,3058,Australia,"(03) 444-2343",7,6,Meat/Poultry,"Prepared meats"
10265,1996-07-25,"Blondel pere et fils","Frederique Citeaux","24, place Kleber",Strasbourg,67000,France,Andrew,Fuller,"Speedy Express","(503) 555-9831",51,20,70,"24 - 355 ml bottles",15,70,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",7,Melbourne,3058,Australia,"(03) 444-2343",7,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10280,1996-08-14,"Berglunds snabbkop","Christina Berglund","Berguvsvagen 8",Lulea,"S-958 22",Sweden,Andrew,Fuller,"Speedy Express","(503) 555-9831",84,12,24,"12 - 355 ml cans",4.5,24,10,"Refrescos Americanas LTDA","Carlos Diaz","Av. das Americanas 12.890",10,"Sao Paulo",5442,Brazil,"(11) 555 4640",10,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10280,1996-08-14,"Berglunds snabbkop","Christina Berglund","Berguvsvagen 8",Lulea,"S-958 22",Sweden,Andrew,Fuller,"Speedy Express","(503) 555-9831",85,20,55,"24 boxes x 2 pies",24,55,25,"Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",25,Montreal,"H1J 1C3",Canada,"(514) 555-9022",25,6,Meat/Poultry,"Prepared meats"
10280,1996-08-14,"Berglunds snabbkop","Christina Berglund","Berguvsvagen 8",Lulea,"S-958 22",Sweden,Andrew,Fuller,"Speedy Express","(503) 555-9831",86,30,75,"24 - 0.5 l bottles",7.75,75,12,"Plutzer Lebensmittelgrossmarkte AG","Martin Bein","Bogenallee 51",12,Frankfurt,60439,Germany,"(069) 992755",12,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10327,1996-10-11,"Folk och fa HB","Maria Larsson","akergatan 24",Bracke,"S-844 67",Sweden,Andrew,Fuller,"Speedy Express","(503) 555-9831",210,25,2,"24 - 12 oz bottles",19,2,1,"Exotic Liquid","Charlotte Cooper","49 Gilbert St.",1,Londona,"EC1 4SD",UK,"(171) 555-2222",1,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10327,1996-10-11,"Folk och fa HB","Maria Larsson","akergatan 24",Bracke,"S-844 67",Sweden,Andrew,Fuller,"Speedy Express","(503) 555-9831",211,50,11,"1 kg pkg.",21,11,5,"Cooperativa de Quesos Las Cabras","Antonio del Valle Saavedra","Calle del Rosal 4",5,Oviedo,33007,Spain,"(98) 598 76 54",5,4,"Dairy Products",Cheeses
10327,1996-10-11,"Folk och fa HB","Maria Larsson","akergatan 24",Bracke,"S-844 67",Sweden,Andrew,Fuller,"Speedy Express","(503) 555-9831",212,35,30,"10 - 200 g glasses",25.89,30,13,"Nord-Ost-Fisch Handelsgesellschaft mbH","Sven Petersen","Frahmredder 112a",13,Cuxhaven,27478,Germany,"(04721) 8713",13,8,Seafood,"Seaweed and fish"
10327,1996-10-11,"Folk och fa HB","Maria Larsson","akergatan 24",Bracke,"S-844 67",Sweden,Andrew,Fuller,"Speedy Express","(503) 555-9831",213,30,58,"24 pieces",13.25,58,27,"Escargots Nouveaux","Marie Delamare","22, rue H. Voiron",27,Montceau,71300,France,85.57.00.07,27,8,Seafood,"Seaweed and fish"
10379,1996-12-11,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,Andrew,Fuller,"Speedy Express","(503) 555-9831",345,8,41,"12 - 12 oz cans",9.65,41,19,"New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",19,Boston,02134,USA,"(617) 555-3267",19,8,Seafood,"Seaweed and fish"
10379,1996-12-11,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,Andrew,Fuller,"Speedy Express","(503) 555-9831",346,16,63,"15 - 625 g jars",43.9,63,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",7,Melbourne,3058,Australia,"(03) 444-2343",7,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10379,1996-12-11,"Que Delicia","Bernardo Batista","Rua da Panificadora, 12","Rio de Janeiro",02389-673,Brazil,Andrew,Fuller,"Speedy Express","(503) 555-9831",347,20,65,"32 - 8 oz bottles",21.05,65,2,"New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934",2,"New Orleans",70117,USA,"(100) 555-4822",2,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10388,1996-12-19,"Seven Seas Imports","Hari Kumar","90 Wadhurst Rd.",London,"OX15 4NB",UK,Andrew,Fuller,"Speedy Express","(503) 555-9831",372,15,45,"1k pkg.",9.5,45,21,Lyngbysild,"Niels Petersen","Lyngbysild Fiskebakken 10",21,Lyngby,2800,Denmark,43844108,21,8,Seafood,"Seaweed and fish"
10388,1996-12-19,"Seven Seas Imports","Hari Kumar","90 Wadhurst Rd.",London,"OX15 4NB",UK,Andrew,Fuller,"Speedy Express","(503) 555-9831",373,20,52,"16 - 2 kg boxes",7,52,24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",24,Sydney,2042,Australia,"(02) 555-5914",24,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10388,1996-12-19,"Seven Seas Imports","Hari Kumar","90 Wadhurst Rd.",London,"OX15 4NB",UK,Andrew,Fuller,"Speedy Express","(503) 555-9831",374,40,53,"48 pieces",32.8,53,24,"Gday, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunters Hill",24,Sydney,2042,Australia,"(02) 555-5914",24,6,Meat/Poultry,"Prepared meats"
10404,1997-01-03,"Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22",Bergamo,24100,Italy,Andrew,Fuller,"Speedy Express","(503) 555-9831",417,30,26,"100 - 250 g bags",31.23,26,11,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",11,Berlin,10785,Germany,"(010) 9984510",11,3,Confections,"Desserts, candies, and sweet breads"
10404,1997-01-03,"Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22",Bergamo,24100,Italy,Andrew,Fuller,"Speedy Express","(503) 555-9831",418,40,42,"32 - 1 kg pkgs.",14,42,20,"Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402",20,Singapore,0512,Singapore,555-8787,20,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10404,1997-01-03,"Magazzini Alimentari Riuniti","Giovanni Rovelli","Via Ludovico il Moro 22",Bergamo,24100,Italy,Andrew,Fuller,"Speedy Express","(503) 555-9831",419,30,49,"24 - 50 g pkgs.",20,49,23,"Karkki Oy","Anne Heikkonen","Valtakatu 12",23,Lappeenranta,53120,Finland,"(953) 10956",23,3,Confections,"Desserts, candies, and sweet breads"
10422,1997-01-22,"Franchi S.p.A.","Paolo Accorti","Via Monte Bianco 34",Torino,10100,Italy,Andrew,Fuller,"Speedy Express","(503) 555-9831",468,2,26,"100 - 250 g bags",31.23,26,11,"Heli Susswaren GmbH and Co. KG","Petra Winkler","Tiergartenstrasse 5",11,Berlin,10785,Germany,"(010) 9984510",11,3,Confections,"Desserts, candies, and sweet breads"
10266,1996-07-26,"Wartian Herkku","Pirkko Koskitalo","Torikatu 38",Oulu,90110,Finland,Janet,Leverling,"Federal Shipping","(503) 555-9931",52,12,12,"10 - 500 g pkgs.",38,12,5,"Cooperativa de Quesos Las Cabras","Antonio del Valle Saavedra","Calle del Rosal 4",5,Oviedo,33007,Spain,"(98) 598 76 54",5,4,"Dairy Products",Cheeses
10273,1996-08-05,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,Janet,Leverling,"Federal Shipping","(503) 555-9931",66,24,10,"12 - 200 ml jars",31,10,4,"Tokyo Traders","Yoshi Nagase","9-8 Sekimai Musashino-shi",4,Tokyo,100,Japan,"(03) 3555-5011",4,8,Seafood,"Seaweed and fish"
10273,1996-08-05,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,Janet,Leverling,"Federal Shipping","(503) 555-9931",67,15,31,"12 - 100 g pkgs",12.5,31,14,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",14,Ravenna,48100,Italy,"(0544) 60323",14,4,"Dairy Products",Cheeses
10273,1996-08-05,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,Janet,Leverling,"Federal Shipping","(503) 555-9931",68,20,33,"500 g",2.5,33,15,"Norske Meierier","Beate Vileid","Hatlevegen 5",15,Sandvika,1320,Norway,(0)2-953010,15,4,"Dairy Products",Cheeses
10273,1996-08-05,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,Janet,Leverling,"Federal Shipping","(503) 555-9931",69,60,40,"24 - 4 oz tins",18.4,40,19,"New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.",19,Boston,02134,USA,"(617) 555-3267",19,8,Seafood,"Seaweed and fish"
10273,1996-08-05,QUICK-Stop,"Horst Kloss","Taucherstrasse 10",Cunewalde,01307,Germany,Janet,Leverling,"Federal Shipping","(503) 555-9931",70,33,76,"500 ml",18,76,23,"Karkki Oy","Anne Heikkonen","Valtakatu 12",23,Lappeenranta,53120,Finland,"(953) 10956",23,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10283,1996-08-16,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,Janet,Leverling,"Federal Shipping","(503) 555-9931",92,20,15,"24 - 250 ml bottles",15.5,15,6,Mayumis,"Mayumi Ohno","92 Setsuko Chuo-ku",6,Osaka,545,Japan,"(06) 431-7877",6,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings"
10283,1996-08-16,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,Janet,Leverling,"Federal Shipping","(503) 555-9931",93,18,19,"10 boxes x 12 pieces",9.2,19,8,"Specialty Biscuits, Ltd.","Peter Wilson","29 Kings Way",8,Manchester,"M14 GSD",UK,"(161) 555-4448",8,3,Confections,"Desserts, candies, and sweet breads"
10283,1996-08-16,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,Janet,Leverling,"Federal Shipping","(503) 555-9931",94,35,60,"15 - 300 g rounds",34,60,28,"Gai paturage","Eliane Noz","Bat. B 3, rue des Alpes",28,Annecy,74000,France,38.76.98.06,28,4,"Dairy Products",Cheeses
10283,1996-08-16,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,Janet,Leverling,"Federal Shipping","(503) 555-9931",95,3,72,"24 - 200 g pkgs.",34.8,72,14,"Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75",14,Ravenna,48100,Italy,"(0544) 60323",14,4,"Dairy Products",Cheeses
10346,1996-11-05,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,Janet,Leverling,"Federal Shipping","(503) 555-9931",264,36,17,"20 - 1 kg tins",39,17,7,"Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds",7,Melbourne,3058,Australia,"(03) 444-2343",7,6,Meat/Poultry,"Prepared meats"
10346,1996-11-05,"Rattlesnake Canyon Grocery","Paula Wilson","2817 Milton Dr.",Albuquerque,87110,USA,Janet,Leverling,"Federal Shipping","(503) 555-9931",265,20,56,"24 - 250 g pkgs.",38,56,26,"Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153",26,Salerno,84100,Italy,"(089) 6547665",26,5,Grains/Cereals,"Breads, crackers, pasta, and cereal"
10352,1996-11-12,"Furia Bacalhau e Frutos do Mar","Lino Rodriguez","Jardim das rosas n. 32",Lisboa,1675,Portugal,Janet,Leverling,"Federal Shipping","(503) 555-9931",279,10,24,"12 - 355 ml cans",4.5,24,10,"Refrescos Americanas LTDA","Carlos Diaz","Av. das Americanas 12.890",10,"Sao Paulo",5442,Brazil,"(11) 555 4640",10,1,Beverages,"Soft drinks, coffees, teas, beers, and ales"
10352,1996-11-12,"Furia Bacalhau e Frutos do Mar","Lino Rodriguez","Jardim das rosas n. 32",Lisboa,1675,Portugal,Janet,Leverling,"Federal Shipping","(503) 555-9931",280,20,54,"16 pies",7.45,54,25,"Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent",25,Montreal,"H1J 1C3",Canada,"(514) 555-9022",25,6,Meat/Poultry,"Prepared meats"
10381,1996-12-12,LILA-Supermercado,"Carlos Gonzalez","Carrera 52 con Ave. Bolivar #65-98 Llano Largo",Barquisimeto,3508,Venezuela,Janet,Leverling,"Federal Shipping","(503) 555-9931",352,14,74,"5 kg pkg.",10,74,4,"Tokyo Traders","Yoshi Nagase","9-8 Sekimai Musashino-shi",4,Tokyo,100,Japan,"(03) 3555-5011",4,7,Produce,"Dried fruit and bean curd"
